OTU,Sample,Abundance,Label,Sample_type,Type,Sequencing_Run,Mouse,Genotype,Sex,Diet,Intranasal_Treatment,Surgery,Week
Lactobacillus,SRR29055189,0.16957928802588998,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Romboutsia,SRR29055184,0.16902226524685382,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Bifidobacterium,SRR29055024,0.16861686168616863,40,Fecal,True Sample,2,JI-647,WT,Male,Normal_Chow,PBS,None,10
Lactobacillus,SRR29054993,0.16774128551279469,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Ligilactobacillus,SRR29055188,0.1672281556877643,265,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,13
Romboutsia,SRR29055096,0.1664202177712058,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Faecalibaculum,SRR29054988,0.16591464561007707,307,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,10
Bifidobacterium,SRR29055022,0.16539061392315327,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Bacteroides,SRR29055192,0.16535845107273678,260,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,10
Romboutsia,SRR29055082,0.16527485731450886,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
Dubosiella,SRR29055032,0.16527196652719664,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Helicobacter,SRR29055121,0.16526338514680483,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
Helicobacter,SRR29055093,0.16471870047543583,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Bifidobacterium,SRR29054991,0.16297877120071885,305,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,13
Bacteroides,SRR29055132,0.16264911559029205,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Lactobacillus,SRR29054983,0.16194842406876792,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Lactobacillus,SRR29055070,0.16169799092676604,258,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,0
Bacteroides,SRR29055083,0.1608622276772016,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Bifidobacterium,SRR29055189,0.1606472491909385,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Lactobacillus,SRR29055124,0.15993203811775134,65,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,10
Dubosiella,SRR29055113,0.15916253939666816,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Bifidobacterium,SRR29055187,0.15824747424227267,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Bifidobacterium,SRR29055076,0.15784812928935135,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Faecalibaculum,SRR29055123,0.15762983299016242,66,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,10
Lactobacillus,SRR29054902,0.15706554419723393,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Helicobacter,SRR29055010,0.15627474790137796,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Bifidobacterium,SRR29054993,0.15534958694338102,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Mucispirillum,SRR29055079,0.15462985785884478,247,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,10
Bifidobacterium,SRR29054902,0.15405892964521947,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Turicibacter,SRR29055074,0.15402365157196424,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Bifidobacterium,SRR29055112,0.15332657885849374,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Faecalibaculum,SRR29054989,0.15317286652078774,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Bacteroides,SRR29054915,0.1527919356665534,214,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,13
HT002,SRR29055181,0.1526636628677445,272,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,13
Bacteroides,SRR29055190,0.15266347110427783,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
Bacteroides,SRR29055120,0.15255822654569265,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroides,SRR29055183,0.15230134607034304,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Helicobacter,SRR29055190,0.1520303879895089,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
Bacteroides,SRR29054901,0.15194979829672792,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Bifidobacterium,SRR29054913,0.15121834687052077,216,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,0
Clostridium sensu stricto 1,SRR29055058,0.15041531238714337,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Faecalibaculum,SRR29055167,0.15038864481243663,286,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,10
Bacteroides,SRR29055088,0.15038326620761336,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Lactobacillus,SRR29055105,0.14996512438967682,208,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,10
Lachnospiraceae NK4A136 group,SRR29055100,0.14922514878321844,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Bacteroides,SRR29055133,0.14846096096096095,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Bifidobacterium,SRR29055081,0.14837017609591607,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Bifidobacterium,SRR29055005,0.14772941398153383,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Clostridium sensu stricto 1,SRR29055056,0.14762886597938144,336,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,0
Bifidobacterium,SRR29054917,0.1469050430089391,212,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,0
Mucispirillum,SRR29055192,0.14669457526600382,260,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,10
Faecalibaculum,SRR29055132,0.14644179350061703,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Lachnospiraceae NK4A136 group,SRR29055019,0.14558587479935794,44,Fecal,True Sample,2,JI-678,WT,Female,Normal_Chow,PBS,None,13
Bacteroides,SRR29054933,0.14542013003045018,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
Faecalibaculum,SRR29055172,0.14539393550868646,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
HT002,SRR29055129,0.14522003034901365,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Lactobacillus,SRR29055131,0.14506447309915518,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Bifidobacterium,SRR29054978,0.1447562776957164,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Faecalibaculum,SRR29055119,0.14427157001414428,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Lactobacillus,SRR29055122,0.14355271994627267,67,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,10
HT002,SRR29054916,0.14294535350416795,213,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,13
Lactobacillus,SRR29054922,0.14262435012027624,27,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,13
Lachnospiraceae NK4A136 group,SRR29055020,0.1416069040962684,43,Fecal,True Sample,2,JI-677,WT,Female,Normal_Chow,HDM,None,13
Lactobacillus,SRR29054978,0.14147382241916953,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Bifidobacterium,SRR29054982,0.1411543287327478,313,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,10
Bacteroides,SRR29055185,0.14108890866434753,268,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,10
Ligilactobacillus,SRR29055096,0.140879150423444,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Romboutsia,SRR29055015,0.14082167273656634,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Bifidobacterium,SRR29054992,0.1404729956390473,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Bacteroides,SRR29055096,0.13980373706143298,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Bifidobacterium,SRR29055061,0.13891047224380557,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Bifidobacterium,SRR29055085,0.13846413787277181,240,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,0
Bacteroides,SRR29055173,0.13717452364685342,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Rikenella,SRR29054910,0.13706523976126775,218,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,13
HT002,SRR29055103,0.13702042850024912,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
Lactobacillus,SRR29055185,0.1368012296739746,268,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,10
Lactobacillus,SRR29054995,0.13614330874604846,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Bifidobacterium,SRR29055098,0.135804685396284,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Lactobacillus,SRR29055053,0.13524905305727222,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Faecalibaculum,SRR29054983,0.1346704871060172,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Romboutsia,SRR29055068,0.13388259526261587,322,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,13
Bifidobacterium,SRR29055012,0.13353201307440876,51,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Lactobacillus,SRR29055080,0.132764394512261,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Desulfovibrio,SRR29054990,0.1326490327674694,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Prevotellaceae UCG-001,SRR29055126,0.1320211960635882,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Lactobacillus,SRR29055076,0.1319459818463582,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Lactobacillus,SRR29055085,0.13170566866604713,240,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,0
Lactobacillus,SRR29055015,0.13162098268481248,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
HT002,SRR29055189,0.1312621359223301,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Romboutsia,SRR29055123,0.13109128345916266,66,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,10
Desulfovibrio,SRR29055120,0.13048358432326257,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Romboutsia,SRR29055027,0.13025315999855955,37,Fecal,True Sample,2,JI-688,KO,Female,High_Fat_Diet,HDM,VSG,13
Lactobacillus,SRR29055171,0.13024562675609536,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Lactobacillus,SRR29054905,0.12938852473736195,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Helicobacter,SRR29054915,0.12923320874391211,214,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,13
Bifidobacterium,SRR29054905,0.1290293615875011,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Lactococcus,SRR29055083,0.1290273089904879,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Helicobacter,SRR29055008,0.12886847195357834,54,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,10
Romboutsia,SRR29055168,0.12864439242391998,16,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,13
Faecalibaculum,SRR29055030,0.128147637116247,34,Fecal,True Sample,2,JI-676,KO,Male,High_Fat_Diet,PBS,VSG,13
Romboutsia,SRR29055119,0.12806005875312806,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Romboutsia,SRR29054933,0.12739692206402764,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
HT002,SRR29055021,0.12656072644721908,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Ligilactobacillus,SRR29055165,0.12638958437656483,288,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,0
Bifidobacterium,SRR29055063,0.12632290024769197,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Bifidobacterium,SRR29055129,0.12564491654021245,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Bifidobacterium,SRR29055154,0.12549844123830928,23,Fecal,True Sample,2,JI-658,KO,Male,Normal_Chow,PBS,None,10
Lactobacillus,SRR29055024,0.1254125412541254,40,Fecal,True Sample,2,JI-647,WT,Male,Normal_Chow,PBS,None,10
Turicibacter,SRR29055066,0.1253998720409469,325,Fecal,True Sample,2,JI-745,KO,Female,High_Fat_Diet,PBS,Sham,13
Faecalibaculum,SRR29055091,0.12496327489961806,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Lachnospiraceae NK4A136 group,SRR29054905,0.12471940378917123,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Prevotellaceae UCG-001,SRR29055099,0.1243198258754241,11,Fecal,True Sample,2,JI-659,KO,Male,Normal_Chow,HDM,None,10
Faecalibaculum,SRR29054978,0.12391268668964385,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Bifidobacterium,SRR29055003,0.12384969325153375,294,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,0
Bacteroides,SRR29055022,0.12313908974904296,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Lactobacillus,SRR29054977,0.12292317301686446,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
HT002,SRR29055179,0.1229225462527438,15,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,13
Bacteroides,SRR29055017,0.12259584766271812,46,Fecal,True Sample,2,JI-661,WT,Female,High_Fat_Diet,PBS,VSG,13
Bifidobacterium,SRR29055080,0.12250189046127255,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Bacteroides,SRR29055010,0.12248561321999894,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Rikenella,SRR29054904,0.12224628481816145,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Lactococcus,SRR29055173,0.12214377894177485,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Lactococcus,SRR29054910,0.12162996501337724,218,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,13
Faecalibaculum,SRR29055081,0.12151867116273261,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Romboutsia,SRR29055132,0.12151378033730975,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Lactobacillus,SRR29055032,0.12139868499701136,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Romboutsia,SRR29055077,0.12119058897836728,13,Fecal,True Sample,2,JI-689,KO,Female,High_Fat_Diet,PBS,Sham,13
Helicobacter,SRR29054901,0.12111160914388167,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Romboutsia,SRR29055016,0.12110704829151431,47,Fecal,True Sample,2,JI-679,KO,Female,High_Fat_Diet,HDM,None,13
Bifidobacterium,SRR29054986,0.12082765667574932,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Bifidobacterium,SRR29055122,0.12055070517125588,67,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,10
Bacteroides,SRR29055052,0.12030139566743728,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Lactobacillus,SRR29054933,0.11974323100979344,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
Lactobacillus,SRR29055083,0.11905492482356551,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Bacteroides,SRR29055188,0.11827109167801592,265,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,13
HT002,SRR29055104,0.11805397187381224,209,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,13
Clostridium sensu stricto 1,SRR29055067,0.11802831315026437,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
HT002,SRR29055170,0.11795053003533569,282,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,13
Rikenella,SRR29055167,0.11760729976343359,286,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,10
Lactobacillus,SRR29055058,0.11719032141567352,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Lactobacillus,SRR29055041,0.11702898550724637,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Turicibacter,SRR29055099,0.1167658920683695,11,Fecal,True Sample,2,JI-659,KO,Male,Normal_Chow,HDM,None,10
Romboutsia,SRR29055071,0.11650326797385621,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Mucispirillum,SRR29055183,0.11626139817629179,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Lactococcus,SRR29055170,0.11625441696113074,282,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,13
Lactobacillus,SRR29055067,0.11615214054238444,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
Bifidobacterium,SRR29055086,0.11606905710491368,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Helicobacter,SRR29055071,0.11405228758169934,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Bifidobacterium,SRR29055106,0.1137663099252309,9,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,13
Bacteroides,SRR29055074,0.11349870204788001,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
HT002,SRR29055193,0.11314213677907344,259,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,13
Rikenellaceae RC9 gut group,SRR29055168,0.11300276654607364,16,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,13
Romboutsia,SRR29055172,0.11257131867427399,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Bacteroides,SRR29055001,0.11231884057971014,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Bifidobacterium,SRR29055099,0.11215671211830229,11,Fecal,True Sample,2,JI-659,KO,Male,Normal_Chow,HDM,None,10
Bacteroides,SRR29055019,0.1115569823434992,44,Fecal,True Sample,2,JI-678,WT,Female,Normal_Chow,PBS,None,13
Ligilactobacillus,SRR29054906,0.11099723275597008,222,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,13
Rikenella,SRR29055073,0.11093260502851635,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Romboutsia,SRR29055133,0.11067317317317317,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Helicobacter,SRR29055131,0.10960426856380613,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Bacteroides,SRR29055021,0.10917990919409762,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Prevotellaceae UCG-001,SRR29055013,0.1089220831651191,50,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,0
Romboutsia,SRR29055074,0.10881165272569945,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Coriobacteriaceae UCG-002,SRR29055102,0.1087945413191812,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Faecalibaculum,SRR29055116,0.10856691669956574,72,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,10
HT002,SRR29055012,0.10853681984233801,51,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Faecalibaculum,SRR29055070,0.10833873406783323,258,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,0
Faecalibaculum,SRR29055184,0.10822846079380445,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Bacteroides,SRR29055073,0.10820146196481645,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Bacteroides,SRR29055068,0.10787847579814624,322,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,13
Bacteroides,SRR29055167,0.10780669144981413,286,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,10
Bifidobacterium,SRR29055164,0.10714853057982526,289,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,0
Bifidobacterium,SRR29055041,0.10679347826086956,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Lactobacillus,SRR29055096,0.10673477617959404,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Rikenella,SRR29055120,0.10672528294827426,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
HT002,SRR29055126,0.1064345193035579,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Bifidobacterium,SRR29055057,0.10630306988896146,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Prevotellaceae UCG-001,SRR29055025,0.10619398207426377,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Coriobacteriaceae UCG-002,SRR29054907,0.10617315573770492,221,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,0
Bacteroides,SRR29055172,0.10564779793576512,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Ligilactobacillus,SRR29054914,0.10521108179419525,215,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,0
Bifidobacterium,SRR29055095,0.1048293089092423,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
Bacteroides,SRR29055097,0.10474433619646048,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Romboutsia,SRR29055101,0.10465698547821732,1,Fecal,True Sample,2,JI-670,WT,Female,High_Fat_Diet,HDM,Sham,13
Faecalibaculum,SRR29055169,0.1045800887549192,284,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,0
Turicibacter,SRR29055082,0.1042355061580054,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
Bifidobacterium,SRR29055002,0.10414215109437515,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Romboutsia,SRR29055190,0.10346386904223569,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
Rikenella,SRR29054974,0.10330221978194368,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Coriobacteriaceae UCG-002,SRR29054980,0.10299459197675358,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Dubosiella,SRR29054903,0.10292216188259633,225,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,10
Clostridium sensu stricto 1,SRR29055057,0.1027106466361855,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Faecalibaculum,SRR29054992,0.10256625293525662,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Prevotellaceae NK3B31 group,SRR29055052,0.10249165168250707,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Romboutsia,SRR29055000,0.10237885462555066,296,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,10
Bifidobacterium,SRR29055059,0.10131278538812785,333,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,0
HT002,SRR29054912,0.10130718954248366,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
HT002,SRR29054999,0.10127060959007714,297,Fecal,True Sample,2,JI-738,KO,Female,High_Fat_Diet,HDM,VSG,13
Lactococcus,SRR29055066,0.10080329850003554,325,Fecal,True Sample,2,JI-745,KO,Female,High_Fat_Diet,PBS,Sham,13
