OTU,Sample,Abundance,Label,Sample_type,Type,Sequencing_Run,Mouse,Genotype,Sex,Diet,Intranasal_Treatment,Surgery,Week
Verrucomicrobiae,SRR29055016,0,47,Fecal,True Sample,2,JI-679,KO,Female,High_Fat_Diet,HDM,None,13
Verrucomicrobiae,SRR29055154,0,23,Fecal,True Sample,2,JI-658,KO,Male,Normal_Chow,PBS,None,10
Verrucomicrobiae,SRR29055133,0,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Verrucomicrobiae,SRR29055132,0,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Verrucomicrobiae,SRR29055131,0,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Verrucomicrobiae,SRR29055018,0,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Verrucomicrobiae,SRR29055129,0,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Verrucomicrobiae,SRR29054979,0,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Verrucomicrobiae,SRR29055163,0,290,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,13
Verrucomicrobiae,SRR29055017,0,46,Fecal,True Sample,2,JI-661,WT,Female,High_Fat_Diet,PBS,VSG,13
Verrucomicrobiae,SRR29055162,0,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Verrucomicrobiae,SRR29054980,0,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Verrucomicrobiae,SRR29055099,0,11,Fecal,True Sample,2,JI-659,KO,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29054956,0.8740484429065744,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29054999,0.8582084445356875,297,Fecal,True Sample,2,JI-738,KO,Female,High_Fat_Diet,HDM,VSG,13
Firmicutes,SRR29055077,0.8251303998930052,13,Fecal,True Sample,2,JI-689,KO,Female,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29055184,0.8145656378773862,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055119,0.8091462290245252,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Firmicutes,SRR29055179,0.8029803696804699,15,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055193,0.8027269134501384,259,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055170,0.7852259664831508,282,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,13
Firmicutes,SRR29055000,0.77971974522293,296,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,10
Firmicutes,SRR29055069,0.7720951099147599,321,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29055133,0.7584301027244306,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055104,0.7454604409857328,209,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29054910,0.7320538008160798,218,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055103,0.7210019267822736,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29055017,0.7080642097264438,46,Fecal,True Sample,2,JI-661,WT,Female,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055021,0.7048453073687849,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29055066,0.6999939441652032,325,Fecal,True Sample,2,JI-745,KO,Female,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29054944,0.697667428159192,25,Fecal,True Sample,2,JI-686,KO,Female,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055131,0.6972905377240517,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29055001,0.6931546691596552,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29054974,0.6868852459016394,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055073,0.6820674440592499,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055088,0.679120013503629,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Firmicutes,SRR29055172,0.674723113549322,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Firmicutes,SRR29055030,0.6687521968365554,34,Fecal,True Sample,2,JI-676,KO,Male,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055096,0.6681986324403094,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29055132,0.6679575348868265,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Firmicutes,SRR29055009,0.6619479540976005,53,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,10
Firmicutes,SRR29055071,0.6590609916630101,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055029,0.6487571538395831,35,Fecal,True Sample,2,JI-681,WT,Female,High_Fat_Diet,HDM,VSG,13
Firmicutes,SRR29055082,0.6486614098871524,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29054912,0.6459185488173573,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Firmicutes,SRR29055008,0.6423784804152902,54,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,10
Firmicutes,SRR29055020,0.6356508102456874,43,Fecal,True Sample,2,JI-677,WT,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29055169,0.6349503782358248,284,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,0
Firmicutes,SRR29055003,0.6256569773678,294,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,0
Firmicutes,SRR29055068,0.6235657546337158,322,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055188,0.6235479186834463,265,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29054933,0.6229497085536125,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055173,0.6218986957840461,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29055110,0.6210997442455243,204,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,10
Firmicutes,SRR29055130,0.6210221793635486,60,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,0
Firmicutes,SRR29055186,0.6189973614775726,267,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29054916,0.6180057388809183,213,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29054998,0.617401849325451,298,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29055106,0.6128691983122363,9,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29055067,0.6125335973970859,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
Firmicutes,SRR29055154,0.6034141225821487,23,Fecal,True Sample,2,JI-658,KO,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29054994,0.601244614648157,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Firmicutes,SRR29054995,0.5970772442588727,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Firmicutes,SRR29055100,0.5951885951885952,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29055027,0.5929433836656882,37,Fecal,True Sample,2,JI-688,KO,Female,High_Fat_Diet,HDM,VSG,13
Firmicutes,SRR29055181,0.5907508161044613,272,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055074,0.5881636494491502,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29055124,0.5878678078340726,65,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,10
Firmicutes,SRR29055167,0.5878311585606959,286,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,10
Bacteroidota,SRR29054979,0.583327977376438,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29055115,0.5820318540281428,73,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055018,0.5816117418997507,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29055095,0.5796529474409572,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29055166,0.5795419374806562,287,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,0
Firmicutes,SRR29055041,0.5790709255175357,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29055098,0.5782457633127703,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Firmicutes,SRR29055002,0.5735560383849357,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Firmicutes,SRR29055061,0.5704568876674683,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055191,0.5653280542986425,262,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,0
Firmicutes,SRR29055123,0.5629663330300273,66,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29054993,0.5585409542419801,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Firmicutes,SRR29055129,0.5566450088600118,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Firmicutes,SRR29055057,0.5563820994214193,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055065,0.5551788503295113,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29054922,0.5549337913457809,27,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055059,0.5523127753303965,333,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055105,0.5475514549325763,208,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29055143,0.5473138125405298,24,Fecal,True Sample,2,JI-657,KO,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29055101,0.547177057995135,1,Fecal,True Sample,2,JI-670,WT,Female,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29054978,0.5466973470492691,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Bacteroidota,SRR29054967,0.5451450189155107,28,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29055121,0.5433005861471146,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055083,0.5409756980039799,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055004,0.5405622489959839,293,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,10
Firmicutes,SRR29055174,0.5399121201025265,278,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,0
Firmicutes,SRR29055005,0.5394757744241462,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Firmicutes,SRR29054987,0.5390625,308,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,13
Firmicutes,SRR29055033,0.5381966434452184,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29054983,0.5369008841321545,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Firmicutes,SRR29055164,0.5363543112291076,289,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,0
Firmicutes,SRR29054906,0.5352055352055352,222,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,13
Firmicutes,SRR29055016,0.5341989571618444,47,Fecal,True Sample,2,JI-679,KO,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29054984,0.5340609047702869,311,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,13
Firmicutes,SRR29055081,0.533935333527527,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Firmicutes,SRR29055080,0.5339143942008975,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Firmicutes,SRR29055187,0.5337812616648003,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Firmicutes,SRR29055190,0.5334999652850101,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29054981,0.5328838419682991,314,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,13
Firmicutes,SRR29055126,0.532535709925528,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055108,0.5313023100100436,206,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055171,0.5292596624931954,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Firmicutes,SRR29055122,0.5278755074424899,67,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29055099,0.519158606838962,11,Fecal,True Sample,2,JI-659,KO,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29055075,0.5171034322820037,251,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,13
Firmicutes,SRR29055012,0.516573138795361,51,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055015,0.5161243812178594,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29054992,0.5156208978734576,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29054917,0.5154226198424355,212,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055111,0.5153373158383406,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Firmicutes,SRR29055182,0.5136164540087602,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Bacteroidota,SRR29055052,0.5119800332778702,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Bacteroidota,SRR29055031,0.5118621535944371,33,Fecal,True Sample,2,JI-650,WT,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055060,0.5108167233835683,331,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,13
Firmicutes,SRR29055093,0.5106657557124421,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Firmicutes,SRR29054986,0.5102027923431676,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Firmicutes,SRR29054913,0.509909242452306,216,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,0
Firmicutes,SRR29055007,0.507933299646286,55,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29054990,0.5065514357401728,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055125,0.506177896102123,64,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055097,0.5045005870330913,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055058,0.500920245398773,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29054991,0.5008261428309161,305,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,13
Firmicutes,SRR29055084,0.4996799268404207,241,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,10
Bacteroidota,SRR29055168,0.4960723034040037,16,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055185,0.4956376461852608,268,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,10
Firmicutes,SRR29054915,0.4944541739638062,214,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29055180,0.49370379397189046,273,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055092,0.49304878048780487,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Firmicutes,SRR29054982,0.48909657320872274,313,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29054989,0.488825798937177,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Firmicutes,SRR29055063,0.488778754441743,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29054905,0.4869793419016217,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29054985,0.4867009996970615,310,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29055102,0.4864864864864865,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Firmicutes,SRR29055112,0.4858174316658071,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Firmicutes,SRR29055085,0.4815625414511208,240,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,0
Firmicutes,SRR29055163,0.4810733512786003,290,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29054914,0.47952061108916105,215,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055013,0.4789727883142891,50,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,0
Firmicutes,SRR29055128,0.47756993875186227,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29054904,0.475533532293485,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29055117,0.4745762711864407,8,Fecal,True Sample,2,JI-653,KO,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29054988,0.47320211960635883,307,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29055086,0.47137838396362886,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Firmicutes,SRR29055056,0.4703855983998222,336,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,0
Firmicutes,SRR29055011,0.4580472364256148,6,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055019,0.4574215330749031,44,Fecal,True Sample,2,JI-678,WT,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055078,0.4573395229710261,248,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,13
Firmicutes,SRR29055189,0.45569002537575637,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Firmicutes,SRR29055053,0.4549593047316871,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Firmicutes,SRR29055070,0.4540473665606221,258,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,0
Firmicutes,SRR29055078,0.45229710260925243,248,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,13
Bacteroidota,SRR29055011,0.45088872656440226,6,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29054903,0.45049206668005626,225,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29055006,0.4495501596207797,56,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29055113,0.44558743909041687,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29055116,0.441875,72,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,10
Firmicutes,SRR29055183,0.44077924203978064,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Firmicutes,SRR29054907,0.44063324538258575,221,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,0
Firmicutes,SRR29055076,0.4350847457627119,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Firmicutes,SRR29054902,0.4348906085793446,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29055026,0.43393062053137965,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Firmicutes,SRR29054901,0.43170872664226545,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29055109,0.43037974683544306,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Firmicutes,SRR29055091,0.4288643533123028,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Firmicutes,SRR29055168,0.42866796182109973,16,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055162,0.4235312647661049,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Firmicutes,SRR29055079,0.41639078440645905,247,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,10
Firmicutes,SRR29054909,0.41634214186369956,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29055016,0.4160106328596258,47,Fecal,True Sample,2,JI-679,KO,Female,High_Fat_Diet,HDM,None,13
Bacteroidota,SRR29055015,0.4159177199980776,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Firmicutes,SRR29055094,0.4138305294984107,232,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055004,0.41318607764390897,293,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,10
Bacteroidota,SRR29055180,0.4119749776586238,273,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055165,0.4118621342377159,288,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,0
Bacteroidota,SRR29054911,0.40933844769616895,10,Fecal,True Sample,2,JI-654,WT,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055031,0.40607424071991,33,Fecal,True Sample,2,JI-650,WT,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055010,0.4057834220010297,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Firmicutes,SRR29055024,0.4037731300102465,40,Fecal,True Sample,2,JI-647,WT,Male,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055084,0.4028349336991312,241,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29054977,0.40046087566376115,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055023,0.39726698939886024,41,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,13
Bacteroidota,SRR29055107,0.39692365409866814,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Firmicutes,SRR29055107,0.39692365409866814,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055013,0.39451054305571914,50,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,0
Bacteroidota,SRR29055117,0.38782742681047766,8,Fecal,True Sample,2,JI-653,KO,Female,High_Fat_Diet,HDM,None,10
Bacteroidota,SRR29055123,0.3870791628753412,66,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,10
Firmicutes,SRR29055072,0.38622994652406417,255,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,0
Bacteroidota,SRR29055022,0.3795870954115846,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055101,0.3786967097682755,1,Fecal,True Sample,2,JI-670,WT,Female,High_Fat_Diet,HDM,Sham,13
Bacteroidota,SRR29054901,0.3777050022474796,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Firmicutes,SRR29055022,0.37546860974708274,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Bacteroidota,SRR29055116,0.37525,72,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,10
Bacteroidota,SRR29055018,0.3745776793132096,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Firmicutes,SRR29055032,0.3728238203772853,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29055025,0.3717242631483387,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Firmicutes,SRR29054979,0.3716819847033871,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Firmicutes,SRR29055120,0.3684800112021284,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29055033,0.36498575047498416,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Bacteroidota,SRR29054922,0.36423070530223284,27,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,13
Firmicutes,SRR29055192,0.35926526202052944,260,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,10
Bacteroidota,SRR29055025,0.35617018701204384,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
